46,AW00011045,Leonard Nara,71,50 And Above,2013-10-29,155,2,4,4,115,57,19,6,Regular
47,AW00011046,Christine Yuan,71,50 And Above,2013-11-12,154,3,6,6,6616,2205,200,33,New
48,AW00011047,Jaclyn Lu,71,50 And Above,2013-11-19,154,3,4,4,6582,2194,199,33,New
49,AW00011048,Jeremy Powell,70,50 And Above,2013-12-25,153,3,8,8,6498,2166,191,34,New
50,AW00011049,Carol Rai,40,40-49,2013-10-29,155,2,5,5,81,40,11,7,Regular
51,AW00011050,Alan Zheng,69,50 And Above,2013-11-19,154,3,6,6,5007,1669,151,33,New
52,AW00011051,Daniel Johnson,69,50 And Above,2014-01-01,152,2,5,5,124,62,124,1,Regular
53,AW00011052,Heidi Lopez,69,50 And Above,2013-05-27,160,3,7,7,8131,2710,301,27,New
54,AW00011053,Ana Price,40,40-49,2013-01-17,164,1,2,2,2330,2330,0,0,Regular
55,AW00011054,Deanna Munoz,69,50 And Above,2013-05-30,160,3,6,6,8223,2741,304,27,New
56,AW00011055,Gilbert Raje,69,50 And Above,2013-06-07,159,3,8,8,8168,2722,281,29,New
57,AW00011056,Michele Nath,68,50 And Above,2013-05-31,160,3,8,8,8207,2735,303,27,New
58,AW00011057,Carl Andersen,56,50 And Above,2013-05-21,160,3,4,4,8088,2696,299,27,New
59,AW00011058,Marc Diaz,61,50 And Above,2013-06-04,159,3,6,6,8248,2749,305,27,New
60,AW00011059,Ashlee Andersen,67,50 And Above,2013-03-16,162,3,7,6,117,39,117,1,Regular
61,AW00011060,Jon Zhou,67,50 And Above,2013-06-25,159,3,6,6,8153,2717,301,27,New
62,AW00011061,Todd Gao,50,50 And Above,2013-06-14,159,3,6,6,8129,2709,301,27,New
63,AW00011062,Noah Powell,45,40-49,2013-01-07,164,1,3,3,2352,2352,0,0,Regular
64,AW00011063,Angela Murphy,46,40-49,2013-01-12,164,1,5,5,2373,2373,0,0,Regular
65,AW00011064,Chase Reed,45,40-49,2013-01-25,164,1,2,2,2305,2305,0,0,Regular
66,AW00011065,Jessica Henderson,47,40-49,2014-01-10,152,2,5,4,202,101,18,11,Regular
67,AW00011066,Grace Butler,47,40-49,2013-09-19,156,2,5,5,81,40,20,4,Regular
68,AW00011067,Caleb Carter,44,40-49,2014-01-12,152,2,6,6,105,52,21,5,Regular
69,AW00011068,Tiffany Liang,60,50 And Above,2013-10-08,155,3,9,8,113,37,18,6,Regular
70,AW00011069,Carolyn Navarro,60,50 And Above,2013-06-04,159,3,3,3,8104,2701,311,26,New
71,AW00011070,Willie Raji,66,50 And Above,2013-06-26,159,3,10,9,8165,2721,314,26,New
72,AW00011071,Linda Serrano,66,50 And Above,2013-12-01,153,3,7,6,110,36,12,9,Regular
73,AW00011072,Casey Luo,66,50 And Above,2013-06-15,159,3,7,7,8194,2731,303,27,New
74,AW00011073,Amy Ye,64,50 And Above,2013-08-21,157,3,10,9,192,64,38,5,Regular
75,AW00011074,Levi Arun,64,50 And Above,2013-05-27,160,3,7,7,94,31,47,2,Regular
76,AW00011075,Felicia Jimenez,63,50 And Above,2013-06-24,159,3,5,5,8068,2689,310,26,New
77,AW00011076,Blake Anderson,63,50 And Above,2013-06-21,159,3,4,4,8159,2719,313,26,New
78,AW00011077,Leah Ye,63,50 And Above,2013-06-12,159,3,5,5,8169,2723,314,26,New
79,AW00011078,Gina Martin,41,40-49,2014-01-28,152,17,31,23,912,53,82,11,Regular
80,AW00011079,Donald Gonzalez,56,50 And Above,2014-01-01,152,3,5,5,58,19,5,10,Regular
81,AW00011080,Damien Chander,61,50 And Above,2013-06-23,159,3,7,7,8204,2734,315,26,New
82,AW00011081,Savannah Baker,54,50 And Above,2013-04-13,161,2,5,5,104,52,52,2,Regular
83,AW00011082,Angela Butler,54,50 And Above,2013-11-06,154,2,6,6,3110,1555,311,10,Regular
84,AW00011083,Alyssa Cox,49,40-49,2013-11-08,154,2,5,5,3137,1568,313,10,Regular
85,AW00011084,Lucas Phillips,63,50 And Above,2013-11-21,154,2,5,5,3078,1539,307,10,Regular
86,AW00011085,Emily Johnson,63,50 And Above,2014-01-08,152,2,5,5,129,64,129,1,Regular
87,AW00011086,Ryan Brown,63,50 And Above,2013-12-21,153,2,6,6,153,76,30,5,Regular
88,AW00011087,Tamara Liang,63,50 And Above,2013-08-09,157,2,4,4,200,100,33,6,Regular
89,AW00011088,Hunter Davis,63,50 And Above,2013-11-12,154,2,7,7,3176,1588,317,10,Regular
90,AW00011089,Abigail Price,64,50 And Above,2013-11-18,154,2,7,7,3188,1594,289,11,Regular
91,AW00011090,Trevor Bryant,58,50 And Above,2013-11-21,154,3,6,6,6703,2234,248,27,New
92,AW00011091,Dalton Perez,64,50 And Above,2014-01-08,152,28,59,25,1186,42,98,12,Regular
93,AW00011092,Cheryl Diaz,54,50 And Above,2013-06-21,159,3,5,5,8110,2703,311,26,New
94,AW00011093,Aimee He,48,40-49,2013-06-08,159,3,7,7,8180,2726,314,26,New
95,AW00011094,Cedric Ma,59,50 And Above,2014-01-11,152,3,8,8,236,78,26,9,Regular
96,AW00011095,Chad Kumar,58,50 And Above,2013-06-25,159,3,7,7,8158,2719,313,26,New
97,AW00011096,Andrés Anand,58,50 And Above,2013-07-30,158,3,4,4,8063,2687,298,27,New
98,AW00011097,Edwin Nara,54,50 And Above,2013-07-24,158,3,5,5,8099,2699,299,27,New
99,AW00011098,Mallory Rubio,60,50 And Above,2013-10-16,155,3,4,4,89,29,11,8,Regular
100,AW00011099,Adam Ross,60,50 And Above,2013-07-01,158,3,9,8,8216,2738,304,27,New
101,AW00011100,Latasha Navarro,60,50 And Above,2013-08-07,157,3,7,7,8172,2724,291,28,New
102,AW00011101,Abby Sai,56,50 And Above,2013-06-29,159,3,7,7,8262,2754,317,26,New
103,AW00011102,Julia Nelson,56,50 And Above,2013-12-09,153,3,5,5,103,34,20,5,Regular
104,AW00011103,Cassie Chande,45,40-49,2013-06-06,159,3,8,8,8182,2727,314,26,New
105,AW00011104,Edgar Sara,51,50 And Above,2013-06-15,159,3,6,6,8173,2724,326,25,New
106,AW00011105,Candace Fernandez,56,50 And Above,2013-06-05,159,3,5,5,8096,2698,323,25,New
107,AW00011106,Jessie Liu,56,50 And Above,2013-06-15,159,3,3,3,8079,2693,323,25,New
108,AW00011107,Bianca Lin,50,50 And Above,2013-06-21,159,3,6,6,8171,2723,326,25,New
109,AW00011108,Kari Alvarez,57,50 And Above,2013-06-23,159,3,5,5,8124,2708,324,25,New
110,AW00011109,Ruben Kapoor,46,40-49,2013-06-24,159,3,8,8,8245,2748,329,25,New
111,AW00011110,Curtis Yang,59,50 And Above,2013-08-20,157,3,5,5,8093,2697,299,27,New
112,AW00011111,Meredith Gutierrez,59,50 And Above,2013-08-22,157,3,8,8,8137,2712,301,27,New
113,AW00011112,Crystal Wang,58,50 And Above,2013-09-02,156,3,6,6,8295,2765,296,28,New
114,AW00011113,Micheal Blanco,53,50 And Above,2013-04-21,161,3,7,7,110,36,55,2,Regular
115,AW00011114,Leslie Moreno,59,50 And Above,2013-12-26,153,3,7,6,123,41,13,9,Regular
116,AW00011115,Alvin Cai,59,50 And Above,2014-01-02,152,3,6,6,114,38,10,11,Regular
117,AW00011116,Clinton Carlson,47,40-49,2013-10-16,155,3,7,7,149,49,21,7,Regular
118,AW00011117,April Deng,60,50 And Above,2013-06-25,159,3,8,8,8185,2728,327,25,New
119,AW00011118,Alvin Zeng,64,50 And Above,2014-01-26,152,3,8,6,124,41,20,6,Regular
120,AW00011119,Evan James,86,50 And Above,2013-11-23,154,2,4,4,85,42,9,9,Regular
121,AW00011120,Beth Jiménez,84,50 And Above,2013-09-19,156,3,10,10,8242,2747,294,28,New
122,AW00011121,Orlando Suarez,60,50 And Above,2013-11-04,154,3,6,5,58,19,11,5,Regular
123,AW00011122,Byron Vazquez,61,50 And Above,2013-08-22,157,3,3,3,43,14,7,6,Regular
124,AW00011123,Philip Alvarez,61,50 And Above,2014-01-25,152,3,8,7,150,50,16,9,Regular
125,AW00011124,Ross Jordan,58,50 And Above,2013-06-18,159,3,6,6,8129,2709,325,25,New
126,AW00011125,Dana Navarro,65,50 And Above,2013-07-03,158,3,7,7,79,26,13,6,Regular
127,AW00011126,Shaun Carson,72,50 And Above,2013-11-03,154,3,8,7,4971,1657,165,30,New
128,AW00011127,Jan Edwards,45,40-49,2013-10-01,155,2,3,3,44,22,7,6,Regular
129,AW00011128,Samantha Long,45,40-49,2013-08-12,157,2,7,7,144,72,72,2,Regular
130,AW00011129,Julia Wright,45,40-49,2013-01-09,164,2,2,2,5873,2936,345,17,New
131,AW00011130,Caroline Russell,41,40-49,2013-12-09,153,1,2,2,37,37,0,0,Regular
132,AW00011131,Amanda Rivera,41,40-49,2014-01-23,152,5,9,9,166,33,55,3,Regular
133,AW00011132,Melissa Richardson,40,40-49,2013-04-09,161,1,6,6,2372,2372,0,0,Regular
134,AW00011133,Angela Griffin,40,40-49,2013-12-30,153,1,4,4,72,72,0,0,Regular
135,AW00011134,Larry Townsend,69,50 And Above,2013-11-03,154,3,3,3,4911,1637,163,30,New
136,AW00011135,Marcus Harris,41,40-49,2013-04-18,161,1,3,3,2335,2335,0,0,Regular
137,AW00011136,Brianna Morgan,42,40-49,2013-01-03,164,1,3,3,2381,2381,0,0,Regular
138,AW00011137,Jasmine Taylor,42,40-49,2014-01-20,152,2,5,4,202,101,33,6,Regular
139,AW00011138,Lauren Davis,42,40-49,2013-12-31,153,2,4,4,79,39,26,3,Regular
140,AW00011139,Tanya Moreno,77,50 And Above,2013-10-17,155,2,3,3,84,42,84,1,Regular
141,AW00011140,Javier Alvarez,44,40-49,2013-03-19,162,1,2,2,40,40,0,0,Regular
142,AW00011141,Nicole Ramirez,44,40-49,2013-09-28,156,2,5,5,114,57,28,4,Regular
143,AW00011142,Eduardo Patterson,43,40-49,2014-01-13,152,17,36,23,979,57,89,11,Regular
144,AW00011143,Jonathan Henderson,44,40-49,2013-12-19,153,2,5,4,48,24,8,6,Regular
145,AW00011144,Edward Hernandez,41,40-49,2013-01-25,164,1,3,3,2400,2400,0,0,Regular
146,AW00011145,Jasmine Coleman,41,40-49,2013-01-25,164,1,3,3,2310,2310,0,0,Regular
147,AW00011146,Karla Goel,81,50 And Above,2013-09-15,156,3,7,6,113,37,16,7,Regular
148,AW00011147,Ernest Wu,82,50 And Above,2013-10-16,155,3,7,7,8195,2731,282,29,New
149,AW00011148,Ross Vazquez,79,50 And Above,2013-12-03,153,3,6,5,126,42,14,9,Regular
150,AW00011149,Theodore Gill,80,50 And Above,2013-11-29,154,3,4,4,41,13,8,5,Regular
151,AW00011150,Russell Shen,80,50 And Above,2013-07-15,158,3,8,7,192,64,48,4,Regular
152,AW00011151,Melinda Gill,79,50 And Above,2013-10-20,155,3,6,6,8087,2695,278,29,New
153,AW00011152,James Williams,45,40-49,2013-01-09,164,1,1,1,2295,2295,0,0,Regular
154,AW00011153,Angela James,45,40-49,2013-03-29,162,2,5,5,110,55,0,0,Regular
155,AW00011154,Megan Walker,44,40-49,2013-01-10,164,1,1,1,2320,2320,0,0,Regular
156,AW00011155,Hunter Robinson,45,40-49,2013-01-06,164,1,1,1,2320,2320,0,0,Regular
157,AW00011156,Maria Roberts,45,40-49,2013-01-08,164,1,4,4,2390,2390,0,0,Regular
158,AW00011157,Hannah Long,46,40-49,2013-09-11,156,2,3,3,41,20,20,2,Regular
159,AW00011158,Jason Wright,45,40-49,2013-01-19,164,1,3,3,2396,2396,0,0,Regular
160,AW00011159,Brianna Hughes,45,40-49,2013-11-07,154,2,5,4,48,24,24,2,Regular
161,AW00011160,Maurice Tang,47,40-49,2013-02-21,163,1,2,2,2322,2322,0,0,Regular
162,AW00011161,Emily Wood,47,40-49,2013-11-11,154,2,6,6,94,47,18,5,Regular
163,AW00011162,Chase Cox,47,40-49,2013-02-18,163,1,2,2,2330,2330,0,0,Regular
164,AW00011163,Gabriel Wang,46,40-49,2013-08-05,157,2,4,4,46,23,15,3,Regular
165,AW00011164,Devin Brooks,47,40-49,2013-08-05,157,2,6,6,145,72,36,4,Regular
166,AW00011165,Jocelyn Alexander,47,40-49,2013-06-05,159,2,3,3,103,51,103,1,Regular
167,AW00011166,Ashley Martinez,49,40-49,2013-12-06,153,2,5,5,88,44,44,2,Regular
168,AW00011167,Jasmine Barnes,48,40-49,2013-11-28,154,2,4,4,3126,1563,312,10,Regular
169,AW00011168,David Rodriguez,53,50 And Above,2013-11-16,154,2,7,7,3136,1568,313,10,Regular
170,AW00011169,Bryce Richardson,53,50 And Above,2013-09-24,156,2,5,5,81,40,20,4,Regular
171,AW00011170,Carol Howard,53,50 And Above,2013-12-29,153,2,7,7,157,78,39,4,Regular
172,AW00011171,Jonathan Hill,48,40-49,2013-11-07,154,3,8,8,6716,2238,248,27,New
173,AW00011172,Gabrielle Adams,53,50 And Above,2014-01-11,152,2,7,6,129,64,16,8,Regular
174,AW00011173,Sarah Thomas,53,50 And Above,2013-12-24,153,2,3,3,103,51,11,9,Regular
175,AW00011174,Nicholas Robinson,53,50 And Above,2013-07-25,158,2,5,4,48,24,0,0,Regular
176,AW00011175,Luis Wang,58,50 And Above,2013-11-03,154,3,8,8,6710,2236,248,27,New
177,AW00011176,Mason Roberts,47,40-49,2014-01-27,152,28,60,27,1317,47,119,11,Regular
178,AW00011177,Jose Flores,78,50 And Above,2013-10-14,155,2,6,6,135,67,19,7,Regular
179,AW00011178,Nathan Johnson,72,50 And Above,2013-05-26,160,2,6,6,145,72,48,3,Regular
180,AW00011179,Molly Rodriguez,67,50 And Above,2014-01-09,152,2,6,6,125,62,12,10,Regular
181,AW00011180,April Anand,78,50 And Above,2013-09-25,156,2,6,6,138,69,23,6,Regular
182,AW00011181,Devin Martin,66,50 And Above,2013-07-11,158,2,3,3,41,20,20,2,Regular
183,AW00011182,Stephanie Torres,76,50 And Above,2014-01-05,152,2,5,5,81,40,16,5,Regular
184,AW00011183,Jasmine Lee,76,50 And Above,2013-06-13,159,2,4,4,46,23,23,2,Regular
185,AW00011184,Meghan Hernandez,71,50 And Above,2013-10-09,155,2,5,5,68,34,34,2,Regular
186,AW00011185,Ashley Henderson,76,50 And Above,2014-01-26,152,27,68,29,1616,59,146,11,Regular
187,AW00011186,Sarah Price,77,50 And Above,2014-01-07,152,2,3,3,41,20,13,3,Regular
188,AW00011187,Jennifer Cooper,77,50 And Above,2013-08-06,157,2,4,4,108,54,27,4,Regular
189,AW00011188,Catherine Morris,76,50 And Above,2014-01-21,152,2,5,5,81,40,40,2,Regular
190,AW00011189,Lawrence Blanco,76,50 And Above,2013-02-05,163,2,6,6,5944,2972,330,18,New
191,AW00011190,Carson Bryant,77,50 And Above,2014-01-16,152,2,4,4,46,23,9,5,Regular
192,AW00011191,Kristi Perez,75,50 And Above,2013-11-06,154,3,7,7,6743,2247,249,27,New
193,AW00011192,James Brown,75,50 And Above,2013-09-25,156,2,5,5,114,57,38,3,Regular
194,AW00011193,Ian Gray,76,50 And Above,2013-08-18,157,2,3,3,41,20,6,6,Regular
195,AW00011194,Jacqueline Price,76,50 And Above,2013-12-08,153,2,6,6,105,52,11,9,Regular
196,AW00011195,Megan Henderson,75,50 And Above,2013-10-22,155,2,6,6,105,52,17,6,Regular
197,AW00011196,Alfredo Romero,75,50 And Above,2013-09-24,156,2,4,4,162,81,27,6,Regular
198,AW00011197,Andrea Morris,75,50 And Above,2013-07-20,158,2,6,5,207,103,103,2,Regular
199,AW00011198,Brooke Sanders,74,50 And Above,2013-02-13,163,2,4,4,98,49,0,0,Regular
200,AW00011199,Jacqueline Bennett,69,50 And Above,2013-10-17,155,2,6,6,132,66,18,7,Regular
201,AW00011200,Jason Griffin,73,50 And Above,2014-01-20,152,27,55,26,1461,54,132,11,Regular
202,AW00011201,Amanda Foster,73,50 And Above,2013-09-09,156,2,6,6,181,90,90,2,Regular
203,AW00011202,Alexia Price,68,50 And Above,2013-09-21,156,2,3,3,74,37,0,0,Regular
204,AW00011203,Luis Diaz,67,50 And Above,2013-12-11,153,17,32,19,800,47,80,10,Regular
205,AW00011204,Destiny Rivera,73,50 And Above,2013-11-10,154,2,4,4,77,38,25,3,Regular
206,AW00011205,Abby Fernandez,72,50 And Above,2013-10-08,155,2,2,2,37,18,12,3,Regular
207,AW00011206,Blake Flores,72,50 And Above,2013-05-30,160,2,4,4,77,38,0,0,Regular
208,AW00011207,Danielle Cox,72,50 And Above,2013-10-18,155,2,4,4,77,38,8,9,Regular
209,AW00011208,Maria Reed,73,50 And Above,2013-09-17,156,2,7,7,134,67,22,6,Regular
210,AW00011209,Allison Evans,73,50 And Above,2014-01-22,152,2,2,2,37,18,3,10,Regular
211,AW00011210,Edward Wood,73,50 And Above,2013-09-06,156,2,5,5,70,35,17,4,Regular
212,AW00011211,Samantha Russell,66,50 And Above,2014-01-07,152,17,33,22,792,46,72,11,Regular
213,AW00011212,Chloe Campbell,71,50 And Above,2014-01-17,152,17,33,20,824,48,68,12,Regular
214,AW00011213,Stephanie Murphy,72,50 And Above,2013-09-09,156,2,4,4,77,38,12,6,Regular
215,AW00011214,Charles Miller,71,50 And Above,2013-11-19,154,2,4,4,162,81,54,3,Regular
216,AW00011215,Ana Perry,65,50 And Above,2013-12-15,153,17,32,21,1154,67,115,10,Regular
217,AW00011216,Jasmine Torres,71,50 And Above,2013-02-05,163,2,5,5,5948,2974,330,18,New
218,AW00011217,Natalie Adams,71,50 And Above,2013-02-14,163,2,3,3,5953,2976,330,18,New
219,AW00011218,Olivia Brown,65,50 And Above,2014-01-04,152,2,3,2,39,19,3,11,Regular
220,AW00011219,Charles Cook,70,50 And Above,2014-01-24,152,2,3,2,39,19,13,3,Regular
221,AW00011220,Erica Huang,65,50 And Above,2013-12-13,153,2,4,4,50,25,5,9,Regular
222,AW00011221,Nathan Perry,71,50 And Above,2013-10-17,155,2,4,4,46,23,7,6,Regular
223,AW00011222,Alexandra Rivera,70,50 And Above,2013-11-28,154,2,6,6,208,104,0,0,Regular
224,AW00011223,Hailey Patterson,69,50 And Above,2014-01-06,152,27,65,26,1293,47,107,12,Regular
225,AW00011224,Tiffany Li,69,50 And Above,2013-12-03,153,3,5,5,6685,2228,238,28,New
226,AW00011225,Madison Lee,64,50 And Above,2013-09-06,156,2,5,5,73,36,24,3,Regular
227,AW00011226,Sydney Ross,64,50 And Above,2013-03-31,162,2,2,2,37,18,37,1,Regular
228,AW00011227,Marshall Chavez,64,50 And Above,2013-02-10,163,2,5,5,5910,2955,328,18,New
229,AW00011228,Ashley Jones,70,50 And Above,2014-01-17,152,2,4,4,77,38,25,3,Regular
230,AW00011229,Adrian Stewart,69,50 And Above,2014-01-25,152,2,5,5,81,40,13,6,Regular
231,AW00011230,Amber Turner,70,50 And Above,2013-12-09,153,2,5,5,54,27,10,5,Regular
232,AW00011231,Dennis Zhang,63,50 And Above,2013-11-12,154,2,4,4,64,32,7,9,Regular
233,AW00011232,Hailey Bryant,68,50 And Above,2013-11-13,154,2,3,2,39,19,19,2,Regular
234,AW00011233,Todd Li,63,50 And Above,2013-06-08,159,2,7,7,179,89,44,4,Regular
235,AW00011234,Anna Griffin,68,50 And Above,2013-09-19,156,2,4,4,76,38,10,7,Regular
236,AW00011235,Angel Stewart,69,50 And Above,2014-01-05,152,2,6,5,138,69,23,6,Regular
237,AW00011236,Jeremy Butler,69,50 And Above,2014-01-06,152,2,5,5,114,57,38,3,Regular
238,AW00011237,Clarence Anand,62,50 And Above,2013-11-25,154,4,6,6,10566,2641,406,26,New
239,AW00011238,Mayra Prasad,62,50 And Above,2013-04-30,161,4,9,9,7543,1885,279,27,New
240,AW00011239,Latoya Goel,57,50 And Above,2013-05-28,160,4,11,11,7511,1877,268,28,New
241,AW00011240,Anne Hernandez,62,50 And Above,2013-05-13,160,4,13,10,7586,1896,280,27,New
242,AW00011241,Lisa Cai,52,50 And Above,2013-10-29,155,7,25,20,11468,1638,882,13,New
243,AW00011242,Larry Munoz,63,50 And Above,2013-12-04,153,7,12,12,11067,1581,737,15,New
244,AW00011243,Robin Alvarez,63,50 And Above,2013-06-09,159,4,12,10,7164,1791,255,28,New
245,AW00011244,Alexis Coleman,58,50 And Above,2013-07-19,158,4,12,11,7175,1793,247,29,New
246,AW00011245,Ricky Vazquez,64,50 And Above,2013-12-11,153,4,9,9,10580,2645,391,27,New
247,AW00011246,Latasha Rubio,64,50 And Above,2013-12-20,153,4,7,7,10575,2643,406,26,New
248,AW00011247,Claudia Zhou,65,50 And Above,2013-08-17,157,4,12,11,7131,1782,237,30,New
249,AW00011248,Tristan Alexander,60,50 And Above,2013-07-14,158,1,3,3,38,38,0,0,Regular
250,AW00011249,Cindy Patel,60,50 And Above,2013-09-15,156,4,11,11,9890,2472,430,23,New
251,AW00011250,Shannon Liu,60,50 And Above,2013-08-06,157,4,11,10,7115,1778,245,29,New
252,AW00011251,Xavier Long,88,50 And Above,2013-10-18,155,1,4,4,2319,2319,0,0,Regular
253,AW00011252,Nicholas Thompson,89,50 And Above,2013-12-18,153,3,7,7,6685,2228,238,28,New
254,AW00011253,José Hernandez,77,50 And Above,2013-12-03,153,16,30,16,695,43,77,9,Regular
255,AW00011254,Johnathan Vance,88,50 And Above,2013-12-14,153,2,9,9,204,102,204,1,Regular
256,AW00011255,Colin Lin,88,50 And Above,2013-03-31,162,2,5,5,114,57,114,1,Regular
257,AW00011256,Katelyn Hernandez,87,50 And Above,2013-10-16,155,2,5,5,81,40,13,6,Regular
258,AW00011257,Jacqueline Powell,,50 And Above,2013-12-14,153,3,6,6,6676,2225,238,28,New
259,AW00011258,Xavier Hill,88,50 And Above,2013-07-15,158,2,4,4,49,24,24,2,Regular
260,AW00011259,Victoria Stewart,56,50 And Above,2013-12-20,153,3,5,5,6770,2256,250,27,New
261,AW00011260,Katelyn Kelly,50,50 And Above,2013-06-23,159,2,5,5,81,40,20,4,Regular
262,AW00011261,Stephanie Collins,56,50 And Above,2013-12-23,153,3,4,4,6650,2216,246,27,New
263,AW00011262,Jennifer Simmons,51,50 And Above,2014-01-22,152,27,63,26,1124,41,102,11,Regular
264,AW00011263,Trinity Richardson,56,50 And Above,2013-12-10,153,3,9,9,6753,2251,241,28,New
265,AW00011264,Eduardo Martin,57,50 And Above,2013-11-30,154,2,8,8,3182,1591,318,10,Regular
266,AW00011265,Elizabeth Jones,56,50 And Above,2013-01-03,164,1,3,3,2352,2352,0,0,Regular
267,AW00011266,Taylor Howard,57,50 And Above,2013-01-20,164,2,5,5,5922,2961,370,16,New
268,AW00011267,David Diaz,51,50 And Above,2013-01-07,164,2,5,5,5943,2971,371,16,New
269,AW00011268,Katelyn Carter,57,50 And Above,2013-11-16,154,2,5,5,98,49,16,6,Regular
270,AW00011269,Ryan Foster,51,50 And Above,2013-09-10,156,2,3,3,42,21,42,1,Regular
271,AW00011270,Robert Lee,51,50 And Above,2013-01-07,164,2,5,5,5984,2992,374,16,New
272,AW00011271,Danielle Reed,57,50 And Above,2013-01-22,164,2,5,5,5973,2986,373,16,New
273,AW00011272,Lauren Martinez,64,50 And Above,2013-01-13,164,2,4,4,5975,2987,373,16,New
